filename,x1,y1,x2,y2,class
db_lisa_tiny/sample_061.png,134,45,158,69,stop
db_lisa_tiny/sample_062.png,249,226,264,242,stop
db_lisa_tiny/sample_063.png,426,267,469,307,stop
db_lisa_tiny/sample_064.png,37,180,69,211,stop
db_lisa_tiny/sample_065.png,528,142,573,184,stop
db_lisa_tiny/sample_066.png,142,45,166,67,stop
db_lisa_tiny/sample_067.png,457,280,482,304,stop
db_lisa_tiny/sample_068.png,385,312,398,327,stop
db_lisa_tiny/sample_069.png,178,298,199,318,stop
db_lisa_tiny/sample_070.png,527,29,551,52,stop
db_lisa_tiny/sample_071.png,537,75,599,138,stop
db_lisa_tiny/sample_072.png,491,261,528,297,stop
db_lisa_tiny/sample_073.png,382,241,394,254,stop
db_lisa_tiny/sample_074.png,340,279,375,308,stop
db_lisa_tiny/sample_075.png,41,310,62,329,stop
db_lisa_tiny/sample_076.png,360,276,370,286,stop
db_lisa_tiny/sample_077.png,608,166,650,204,stop
db_lisa_tiny/sample_078.png,538,237,576,273,stop
db_lisa_tiny/sample_079.png,591,202,644,250,stop
db_lisa_tiny/sample_080.png,479,157,511,194,stop
db_lisa_tiny/sample_081.png,438,239,447,252,stop
db_lisa_tiny/sample_082.png,214,201,239,226,stop
db_lisa_tiny/sample_083.png,630,136,691,195,stop
db_lisa_tiny/sample_084.png,80,26,118,62,stop
db_lisa_tiny/sample_085.png,554,223,589,256,stop
db_lisa_tiny/sample_086.png,80,33,102,53,stop
db_lisa_tiny/sample_087.png,632,163,674,203,stop
db_lisa_tiny/sample_088.png,342,234,386,273,stop
db_lisa_tiny/sample_089.png,402,266,428,292,stop
db_lisa_tiny/sample_090.png,592,167,633,208,stop
db_lisa_tiny/sample_091.png,141,213,162,234,stop
db_lisa_tiny/sample_092.png,10,251,47,285,stop
db_lisa_tiny/sample_093.png,482,244,523,283,stop
db_lisa_tiny/sample_094.png,163,42,186,66,stop
db_lisa_tiny/sample_095.png,409,296,426,313,stop
db_lisa_tiny/sample_096.png,527,180,558,211,stop
db_lisa_tiny/sample_097.png,531,256,565,288,stop
db_lisa_tiny/sample_098.png,495,236,540,276,stop
db_lisa_tiny/sample_099.png,426,246,453,274,stop
db_lisa_tiny/sample_100.png,421,253,457,287,stop
db_lisa_tiny/sample_101.png,438,18,459,46,stop
db_lisa_tiny/sample_102.png,394,228,410,243,stop
db_lisa_tiny/sample_103.png,395,222,412,239,stop
db_lisa_tiny/sample_104.png,494,253,534,292,stop
db_lisa_tiny/sample_105.png,599,203,639,240,stop
db_lisa_tiny/sample_106.png,33,289,56,312,stop
db_lisa_tiny/sample_107.png,566,218,629,278,stop
db_lisa_tiny/sample_108.png,576,196,610,230,stop
db_lisa_tiny/sample_109.png,592,106,646,156,stop
db_lisa_tiny/sample_110.png,384,180,414,209,stop
db_lisa_tiny/sample_111.png,572,6,629,58,stop
db_lisa_tiny/sample_112.png,266,191,297,220,stop
db_lisa_tiny/sample_113.png,614,49,695,123,stop
db_lisa_tiny/sample_114.png,540,133,583,174,stop
db_lisa_tiny/sample_115.png,572,116,622,163,stop
db_lisa_tiny/sample_116.png,422,47,447,70,stop
db_lisa_tiny/sample_117.png,514,180,556,220,stop
db_lisa_tiny/sample_118.png,568,280,592,305,stop
db_lisa_tiny/sample_119.png,359,212,382,235,stop
db_lisa_tiny/sample_120.png,299,251,337,287,stop
db_lisa_tiny/sample_121.png,522,187,549,215,stop
db_lisa_tiny/sample_122.png,392,219,441,264,stop
db_lisa_tiny/sample_123.png,631,186,689,240,stop
db_lisa_tiny/sample_124.png,37,210,57,230,stop
db_lisa_tiny/sample_125.png,374,293,395,313,stop
db_lisa_tiny/sample_126.png,173,228,190,245,stop
db_lisa_tiny/sample_127.png,554,222,575,243,stop
db_lisa_tiny/sample_128.png,142,288,168,313,stop
db_lisa_tiny/sample_129.png,138,44,162,66,stop
db_lisa_tiny/sample_130.png,453,182,476,206,stop
db_lisa_tiny/sample_131.png,408,236,435,262,stop
db_lisa_tiny/sample_132.png,45,39,75,67,stop
db_lisa_tiny/sample_133.png,583,153,639,209,stop
db_lisa_tiny/sample_134.png,345,37,364,60,stop
db_lisa_tiny/sample_135.png,403,307,418,322,stop
db_lisa_tiny/sample_136.png,425,222,445,242,stop
db_lisa_tiny/sample_137.png,549,27,576,52,stop
db_lisa_tiny/sample_138.png,623,207,664,246,stop
db_lisa_tiny/sample_139.png,408,194,427,217,stop
db_lisa_tiny/sample_140.png,143,56,178,90,stop
db_lisa_tiny/sample_141.png,529,126,591,190,stop
db_lisa_tiny/sample_142.png,636,218,689,272,stop
db_lisa_tiny/sample_143.png,279,238,289,249,stop
db_lisa_tiny/sample_144.png,392,318,403,328,stop
db_lisa_tiny/sample_145.png,225,209,248,233,stop
db_lisa_tiny/sample_146.png,603,36,632,63,stop
db_lisa_tiny/sample_147.png,582,151,627,196,stop
db_lisa_tiny/sample_148.png,399,266,425,293,stop
db_lisa_tiny/sample_149.png,660,74,680,94,stop
db_lisa_tiny/sample_150.png,536,165,570,198,stop
db_lisa_tiny/sample_151.png,403,194,421,216,stop
db_lisa_tiny/sample_152.png,505,216,529,244,stop
db_lisa_tiny/sample_153.png,166,201,189,225,stop
db_lisa_tiny/sample_154.png,432,279,454,301,stop
db_lisa_tiny/sample_155.png,398,194,415,215,stop
db_lisa_tiny/sample_156.png,588,305,610,326,stop
db_lisa_tiny/sample_157.png,414,217,435,239,stop
db_lisa_tiny/sample_158.png,551,219,600,264,stop
db_lisa_tiny/sample_159.png,462,281,487,304,stop
db_lisa_tiny/sample_160.png,37,54,58,74,stop
db_lisa_tiny/sample_161.png,490,264,521,293,stop
db_lisa_tiny/sample_162.png,477,177,528,226,stop
db_lisa_tiny/sample_163.png,365,170,402,204,stop
db_lisa_tiny/sample_164.png,568,153,612,195,stop
db_lisa_tiny/sample_165.png,516,19,561,59,stop
db_lisa_tiny/sample_166.png,123,190,147,214,stop
db_lisa_tiny/sample_167.png,376,214,403,240,stop
db_lisa_tiny/sample_168.png,467,1,500,32,stop
db_lisa_tiny/sample_169.png,511,199,545,232,stop
db_lisa_tiny/sample_170.png,645,203,686,242,stop
db_lisa_tiny/sample_171.png,423,187,459,222,stop
db_lisa_tiny/sample_172.png,625,292,652,318,stop
db_lisa_tiny/sample_173.png,384,223,398,239,stop
db_lisa_tiny/sample_174.png,153,307,171,324,stop
db_lisa_tiny/sample_175.png,605,175,669,234,stop
db_lisa_tiny/sample_176.png,87,204,106,223,stop
db_lisa_tiny/sample_177.png,584,177,621,212,stop
db_lisa_tiny/sample_178.png,263,41,284,61,stop
db_lisa_tiny/sample_179.png,521,196,545,220,stop
db_lisa_tiny/sample_180.png,270,288,304,318,stop
db_lisa_tiny/sample_181.png,223,292,254,320,stop
db_lisa_tiny/sample_182.png,354,231,370,247,stop
db_lisa_tiny/sample_183.png,649,5,690,43,stop
db_lisa_tiny/sample_184.png,485,41,504,59,stop
db_lisa_tiny/sample_185.png,586,40,619,70,stop
db_lisa_tiny/sample_186.png,189,201,214,225,stop
db_lisa_tiny/sample_187.png,382,287,403,307,stop
db_lisa_tiny/sample_188.png,375,316,384,324,stop
db_lisa_tiny/sample_189.png,370,239,383,253,stop
db_lisa_tiny/sample_190.png,485,152,530,192,stop
db_lisa_tiny/sample_191.png,103,208,125,232,stop
db_lisa_tiny/sample_192.png,612,298,638,323,stop
db_lisa_tiny/sample_193.png,91,196,108,213,stop
db_lisa_tiny/sample_194.png,502,187,542,224,stop
db_lisa_tiny/sample_195.png,467,227,479,246,stop
db_lisa_tiny/sample_196.png,369,243,392,266,stop
db_lisa_tiny/sample_197.png,415,29,435,49,stop
db_lisa_tiny/sample_198.png,373,185,401,212,stop
db_lisa_tiny/sample_199.png,554,25,582,52,stop
db_lisa_tiny/sample_200.png,565,97,670,190,stop
db_lisa_tiny/sample_201.png,391,211,417,238,stop
db_lisa_tiny/sample_202.png,437,241,478,281,stop
db_lisa_tiny/sample_203.png,483,199,542,254,stop
db_lisa_tiny/sample_204.png,654,71,676,92,stop
db_lisa_tiny/sample_205.png,474,297,497,319,stop
db_lisa_tiny/sample_206.png,505,264,537,294,stop
db_lisa_tiny/sample_207.png,181,295,207,321,stop
db_lisa_tiny/sample_208.png,479,164,511,194,stop
db_lisa_tiny/sample_209.png,552,177,587,211,stop
db_lisa_tiny/sample_210.png,155,294,174,313,stop
db_lisa_tiny/sample_211.png,81,240,134,284,yield
db_lisa_tiny/sample_212.png,28,233,85,282,yield
db_lisa_tiny/sample_213.png,39,243,91,284,yield
db_lisa_tiny/sample_214.png,423,278,443,296,yield
db_lisa_tiny/sample_215.png,331,271,358,296,yield
db_lisa_tiny/sample_216.png,581,188,617,216,yield
db_lisa_tiny/sample_217.png,261,263,292,289,yield
db_lisa_tiny/sample_218.png,464,267,483,284,yield
db_lisa_tiny/sample_219.png,168,250,215,290,yield
db_lisa_tiny/sample_220.png,205,258,239,289,yield
db_lisa_tiny/sample_221.png,387,271,412,294,yield
db_lisa_tiny/sample_222.png,233,259,267,286,yield
db_lisa_tiny/sample_223.png,407,260,439,289,yield
db_lisa_tiny/sample_224.png,476,271,495,288,yield
db_lisa_tiny/sample_225.png,509,280,527,294,yield
db_lisa_tiny/sample_226.png,129,257,171,291,yield
db_lisa_tiny/sample_227.png,406,276,428,295,yield
db_lisa_tiny/sample_228.png,311,268,339,293,yield
db_lisa_tiny/sample_229.png,184,210,219,234,yield
db_lisa_tiny/sample_230.png,651,38,684,66,yield
db_lisa_tiny/sample_231.png,208,250,249,287,yield
db_lisa_tiny/sample_232.png,452,266,472,284,yield
db_lisa_tiny/sample_233.png,85,194,129,225,yield
db_lisa_tiny/sample_234.png,368,272,395,297,yield
db_lisa_tiny/sample_235.png,350,272,377,297,yield
db_lisa_tiny/sample_236.png,562,205,592,229,yield
db_lisa_tiny/sample_237.png,668,36,701,65,yield
db_lisa_tiny/sample_238.png,243,249,284,286,yield
db_lisa_tiny/sample_239.png,486,273,504,289,yield
db_lisa_tiny/sample_240.png,14,178,63,216,yield
db_lisa_tiny/sample_241.png,287,267,316,292,yield
db_lisa_tiny/sample_242.png,309,258,345,290,yield
db_lisa_tiny/sample_243.png,438,273,458,291,yield
db_lisa_tiny/sample_244.png,660,42,693,70,yield
db_lisa_tiny/sample_245.png,571,198,604,225,yield
db_lisa_tiny/sample_246.png,395,262,427,291,yield
db_lisa_tiny/sample_247.png,598,175,638,205,yield
db_lisa_tiny/sample_248.png,276,253,315,288,yield
db_lisa_tiny/sample_249.png,500,274,518,290,yield
db_lisa_tiny/sample_250.png,86,252,132,288,yield
db_lisa_tiny/sample_251.png,141,202,178,230,yield
db_lisa_tiny/sample_252.png,507,277,525,291,yield
db_lisa_tiny/sample_253.png,622,155,669,194,yield
db_lisa_tiny/sample_254.png,494,275,512,291,yield
db_lisa_tiny/sample_255.png,166,258,206,292,yield
db_lisa_tiny/sample_256.png,593,208,676,287,yieldAhead
db_lisa_tiny/sample_257.png,560,210,636,283,yieldAhead
db_lisa_tiny/sample_258.png,525,258,577,304,yieldAhead
db_lisa_tiny/sample_259.png,515,193,566,239,yieldAhead
db_lisa_tiny/sample_260.png,455,298,490,329,yieldAhead
db_lisa_tiny/sample_261.png,446,297,481,328,yieldAhead
db_lisa_tiny/sample_262.png,487,272,530,311,yieldAhead
db_lisa_tiny/sample_263.png,440,295,472,325,yieldAhead
db_lisa_tiny/sample_264.png,561,230,627,291,yieldAhead
db_lisa_tiny/sample_265.png,607,180,701,266,yieldAhead
db_lisa_tiny/sample_266.png,466,272,503,310,yieldAhead
db_lisa_tiny/sample_267.png,492,261,540,308,yieldAhead
db_lisa_tiny/sample_268.png,499,251,554,303,yieldAhead
db_lisa_tiny/sample_269.png,512,255,562,300,yieldAhead
db_lisa_tiny/sample_270.png,463,280,498,316,yieldAhead
db_lisa_tiny/sample_271.png,581,197,665,277,yieldAhead
db_lisa_tiny/sample_272.png,456,287,490,321,yieldAhead
db_lisa_tiny/sample_273.png,531,261,585,309,yieldAhead
db_lisa_tiny/sample_274.png,477,282,515,316,yieldAhead
db_lisa_tiny/sample_275.png,458,288,494,321,yieldAhead
db_lisa_tiny/sample_276.png,450,288,483,319,yieldAhead
db_lisa_tiny/sample_277.png,554,170,619,231,yieldAhead
db_lisa_tiny/sample_278.png,465,291,501,324,yieldAhead
db_lisa_tiny/sample_279.png,469,261,507,300,yieldAhead
db_lisa_tiny/sample_280.png,440,319,467,345,yieldAhead
db_lisa_tiny/sample_281.png,577,220,651,288,yieldAhead
db_lisa_tiny/sample_282.png,574,158,641,224,yieldAhead
db_lisa_tiny/sample_283.png,440,309,469,337,yieldAhead
db_lisa_tiny/sample_284.png,473,259,513,299,yieldAhead
db_lisa_tiny/sample_285.png,479,269,522,310,yieldAhead
db_lisa_tiny/sample_286.png,537,254,594,305,yieldAhead
db_lisa_tiny/sample_287.png,606,199,694,283,yieldAhead
db_lisa_tiny/sample_288.png,495,254,541,296,yieldAhead
db_lisa_tiny/sample_289.png,584,214,662,287,yieldAhead
db_lisa_tiny/sample_290.png,503,260,551,302,yieldAhead
db_lisa_tiny/sample_291.png,520,263,571,309,yieldAhead
db_lisa_tiny/sample_292.png,571,223,644,290,yieldAhead
db_lisa_tiny/sample_293.png,550,243,612,299,yieldAhead
db_lisa_tiny/sample_294.png,483,277,523,313,yieldAhead
db_lisa_tiny/sample_295.png,463,279,500,317,yieldAhead
db_lisa_tiny/sample_296.png,597,143,679,219,yieldAhead
db_lisa_tiny/sample_297.png,557,237,621,296,yieldAhead
db_lisa_tiny/sample_298.png,538,178,598,232,yieldAhead
db_lisa_tiny/sample_299.png,540,221,609,286,yieldAhead
db_lisa_tiny/sample_300.png,543,251,600,302,yieldAhead
db_lisa_tiny/sample_301.png,471,256,507,298,merge
db_lisa_tiny/sample_302.png,578,258,609,289,merge
db_lisa_tiny/sample_303.png,559,250,593,283,merge
db_lisa_tiny/sample_304.png,544,245,601,299,merge
db_lisa_tiny/sample_305.png,370,298,396,321,merge
db_lisa_tiny/sample_306.png,488,227,557,292,merge
db_lisa_tiny/sample_307.png,622,257,664,299,merge
db_lisa_tiny/sample_308.png,419,248,461,297,merge
db_lisa_tiny/sample_309.png,535,283,566,314,merge
db_lisa_tiny/sample_310.png,233,190,275,238,merge
db_lisa_tiny/sample_311.png,398,280,436,315,merge
db_lisa_tiny/sample_312.png,522,287,551,316,merge
db_lisa_tiny/sample_313.png,594,262,622,288,merge
db_lisa_tiny/sample_314.png,388,288,421,317,merge
db_lisa_tiny/sample_315.png,432,260,483,304,merge
db_lisa_tiny/sample_316.png,382,291,414,319,merge
db_lisa_tiny/sample_317.png,384,242,427,292,merge
db_lisa_tiny/sample_318.png,515,256,567,303,merge
db_lisa_tiny/sample_319.png,413,269,458,312,merge
db_lisa_tiny/sample_320.png,4,164,95,271,merge
db_lisa_tiny/sample_321.png,437,255,492,304,merge
db_lisa_tiny/sample_322.png,570,242,599,275,merge
db_lisa_tiny/sample_323.png,594,261,619,290,merge
db_lisa_tiny/sample_324.png,377,291,406,318,merge
db_lisa_tiny/sample_325.png,513,274,554,312,merge
db_lisa_tiny/sample_326.png,473,234,538,295,merge
db_lisa_tiny/sample_327.png,326,216,355,249,merge
db_lisa_tiny/sample_328.png,395,282,432,316,merge
db_lisa_tiny/sample_329.png,447,249,504,301,merge
db_lisa_tiny/sample_330.png,525,206,607,282,merge
db_lisa_tiny/sample_331.png,433,296,459,321,merge
db_lisa_tiny/sample_332.png,425,263,472,305,merge
db_lisa_tiny/sample_333.png,167,14,231,73,merge
db_lisa_tiny/sample_334.png,542,254,575,292,merge
db_lisa_tiny/sample_335.png,338,241,386,302,merge
db_lisa_tiny/sample_336.png,404,276,445,314,merge
db_lisa_tiny/sample_337.png,458,242,519,296,merge
db_lisa_tiny/sample_338.png,440,292,467,319,merge
db_lisa_tiny/sample_339.png,260,200,299,242,merge
db_lisa_tiny/sample_340.png,577,246,606,279,merge
db_lisa_tiny/sample_341.png,457,284,489,315,merge
db_lisa_tiny/sample_342.png,371,295,398,320,merge
db_lisa_tiny/sample_343.png,403,244,445,294,merge
db_lisa_tiny/sample_344.png,307,210,338,245,merge
db_lisa_tiny/sample_345.png,284,206,320,246,merge
db_lisa_tiny/sample_346.png,553,286,596,327,merge
db_lisa_tiny/sample_347.png,394,284,428,316,merge
db_lisa_tiny/sample_348.png,567,255,601,288,merge
db_lisa_tiny/sample_349.png,370,234,419,291,merge
db_lisa_tiny/sample_350.png,548,193,638,276,merge
db_lisa_tiny/sample_351.png,547,253,599,304,merge
db_lisa_tiny/sample_352.png,421,237,467,289,merge
db_lisa_tiny/sample_353.png,375,292,404,318,merge
db_lisa_tiny/sample_354.png,418,267,464,308,merge
db_lisa_tiny/sample_355.png,407,270,451,312,merge
db_lisa_tiny/sample_356.png,513,261,548,297,merge
db_lisa_tiny/sample_357.png,471,291,498,318,merge
db_lisa_tiny/sample_358.png,573,280,618,325,merge
db_lisa_tiny/sample_359.png,313,240,365,303,merge
db_lisa_tiny/sample_360.png,40,175,127,276,merge
db_lisa_tiny/sample_361.png,516,198,560,242,merge
db_lisa_tiny/sample_362.png,618,271,672,323,merge
db_lisa_tiny/sample_363.png,362,242,408,297,merge
db_lisa_tiny/sample_364.png,467,279,501,314,merge
db_lisa_tiny/sample_365.png,402,279,441,315,merge
db_lisa_tiny/sample_366.png,512,291,539,318,merge
db_lisa_tiny/sample_367.png,344,220,373,253,merge
db_lisa_tiny/sample_368.png,594,261,619,290,merge
db_lisa_tiny/sample_369.png,391,285,424,316,merge
db_lisa_tiny/sample_370.png,483,254,519,296,merge
db_lisa_tiny/sample_371.png,526,263,560,296,merge
db_lisa_tiny/sample_372.png,56,181,143,277,merge
db_lisa_tiny/sample_373.png,584,251,612,283,merge
db_lisa_tiny/sample_374.png,468,292,493,316,merge
db_lisa_tiny/sample_375.png,593,275,642,324,merge
db_lisa_tiny/sample_376.png,549,279,585,313,merge
db_lisa_tiny/sample_377.png,524,245,560,285,merge
db_lisa_tiny/sample_378.png,565,240,595,273,merge
db_lisa_tiny/sample_379.png,476,288,506,317,merge
db_lisa_tiny/sample_380.png,482,283,514,315,merge
db_lisa_tiny/sample_381.png,533,248,568,288,merge
db_lisa_tiny/sample_382.png,466,219,497,249,merge
db_lisa_tiny/sample_383.png,223,224,288,299,merge
db_lisa_tiny/sample_384.png,146,207,222,291,merge
db_lisa_tiny/sample_385.png,505,218,581,288,merge
db_lisa_tiny/sample_386.png,341,235,396,295,merge
db_lisa_tiny/sample_387.png,527,261,574,304,merge
db_lisa_tiny/sample_388.png,380,290,410,317,merge
db_lisa_tiny/sample_389.png,589,260,617,286,merge
db_lisa_tiny/sample_390.png,559,180,614,234,merge
db_lisa_tiny/sample_391.png,549,251,583,284,merge
db_lisa_tiny/sample_392.png,297,230,353,294,merge
db_lisa_tiny/sample_393.png,486,281,521,315,merge
db_lisa_tiny/sample_394.png,593,268,632,306,merge
db_lisa_tiny/sample_395.png,439,250,476,296,merge
db_lisa_tiny/sample_396.png,550,252,581,287,merge
db_lisa_tiny/sample_397.png,478,273,518,311,merge
db_lisa_tiny/sample_398.png,199,180,246,233,merge
db_lisa_tiny/sample_399.png,493,266,538,308,merge
db_lisa_tiny/sample_400.png,286,237,341,302,merge
db_lisa_tiny/sample_401.png,332,331,351,348,signalAhead
db_lisa_tiny/sample_402.png,463,292,493,318,signalAhead
db_lisa_tiny/sample_403.png,394,228,416,249,signalAhead
db_lisa_tiny/sample_404.png,253,241,270,257,signalAhead
db_lisa_tiny/sample_405.png,168,190,207,232,signalAhead
db_lisa_tiny/sample_406.png,548,58,589,93,signalAhead
db_lisa_tiny/sample_407.png,626,275,672,316,signalAhead
db_lisa_tiny/sample_408.png,145,180,192,225,signalAhead
db_lisa_tiny/sample_409.png,535,264,577,302,signalAhead
db_lisa_tiny/sample_410.png,486,184,560,253,signalAhead
db_lisa_tiny/sample_411.png,444,278,474,304,signalAhead
db_lisa_tiny/sample_412.png,64,305,101,339,signalAhead
db_lisa_tiny/sample_413.png,14,282,54,321,signalAhead
db_lisa_tiny/sample_414.png,450,267,498,310,signalAhead
db_lisa_tiny/sample_415.png,486,185,533,231,signalAhead
db_lisa_tiny/sample_416.png,410,291,436,314,signalAhead
db_lisa_tiny/sample_417.png,467,153,529,215,signalAhead
db_lisa_tiny/sample_418.png,222,215,252,244,signalAhead
db_lisa_tiny/sample_419.png,589,30,627,65,signalAhead
db_lisa_tiny/sample_420.png,605,277,646,317,signalAhead
db_lisa_tiny/sample_421.png,276,211,303,238,signalAhead
db_lisa_tiny/sample_422.png,387,241,445,296,signalAhead
db_lisa_tiny/sample_423.png,520,149,583,210,signalAhead
db_lisa_tiny/sample_424.png,466,202,557,290,signalAhead
db_lisa_tiny/sample_425.png,440,267,484,307,signalAhead
db_lisa_tiny/sample_426.png,45,143,108,213,signalAhead
db_lisa_tiny/sample_427.png,411,221,435,246,signalAhead
db_lisa_tiny/sample_428.png,493,215,520,243,signalAhead
db_lisa_tiny/sample_429.png,321,309,344,330,signalAhead
db_lisa_tiny/sample_430.png,462,305,485,327,signalAhead
db_lisa_tiny/sample_431.png,591,41,623,70,signalAhead
db_lisa_tiny/sample_432.png,453,224,477,250,signalAhead
db_lisa_tiny/sample_433.png,70,241,126,292,signalAhead
db_lisa_tiny/sample_434.png,549,110,649,207,signalAhead
db_lisa_tiny/sample_435.png,227,199,257,230,signalAhead
db_lisa_tiny/sample_436.png,544,219,619,292,signalAhead
db_lisa_tiny/sample_437.png,412,222,437,246,signalAhead
db_lisa_tiny/sample_438.png,225,236,244,256,signalAhead
db_lisa_tiny/sample_439.png,456,272,490,301,signalAhead
db_lisa_tiny/sample_440.png,453,308,475,329,signalAhead
db_lisa_tiny/sample_441.png,409,230,429,251,signalAhead
db_lisa_tiny/sample_442.png,539,45,569,73,signalAhead
db_lisa_tiny/sample_443.png,485,222,545,282,signalAhead
db_lisa_tiny/sample_444.png,95,191,139,235,signalAhead
db_lisa_tiny/sample_445.png,241,222,266,249,signalAhead
db_lisa_tiny/sample_446.png,127,315,157,344,signalAhead
db_lisa_tiny/sample_447.png,521,193,621,290,signalAhead
db_lisa_tiny/sample_448.png,544,245,607,302,signalAhead
db_lisa_tiny/sample_449.png,577,239,626,280,signalAhead
db_lisa_tiny/sample_450.png,619,48,670,96,signalAhead
db_lisa_tiny/sample_451.png,342,328,361,345,signalAhead
db_lisa_tiny/sample_452.png,358,259,414,311,signalAhead
db_lisa_tiny/sample_453.png,452,245,498,288,signalAhead
db_lisa_tiny/sample_454.png,551,289,586,321,signalAhead
db_lisa_tiny/sample_455.png,403,233,423,253,signalAhead
db_lisa_tiny/sample_456.png,392,244,407,257,signalAhead
db_lisa_tiny/sample_457.png,587,158,659,235,signalAhead
db_lisa_tiny/sample_458.png,493,266,532,298,signalAhead
db_lisa_tiny/sample_459.png,441,197,482,238,signalAhead
db_lisa_tiny/sample_460.png,468,179,512,223,signalAhead
db_lisa_tiny/sample_461.png,227,202,255,229,signalAhead
db_lisa_tiny/sample_462.png,183,230,209,256,signalAhead
db_lisa_tiny/sample_463.png,417,214,445,242,signalAhead
db_lisa_tiny/sample_464.png,522,293,553,322,signalAhead
db_lisa_tiny/sample_465.png,41,294,80,332,signalAhead
db_lisa_tiny/sample_466.png,232,207,258,231,signalAhead
db_lisa_tiny/sample_467.png,576,202,665,285,signalAhead
db_lisa_tiny/sample_468.png,208,232,231,256,signalAhead
db_lisa_tiny/sample_469.png,228,25,270,63,signalAhead
db_lisa_tiny/sample_470.png,581,254,632,300,signalAhead
db_lisa_tiny/sample_471.png,435,269,473,305,signalAhead
db_lisa_tiny/sample_472.png,439,232,458,251,signalAhead
db_lisa_tiny/sample_473.png,105,165,164,221,signalAhead
db_lisa_tiny/sample_474.png,400,221,426,247,signalAhead
db_lisa_tiny/sample_475.png,605,21,646,61,signalAhead
db_lisa_tiny/sample_476.png,510,155,595,235,signalAhead
db_lisa_tiny/sample_477.png,365,304,393,331,signalAhead
db_lisa_tiny/sample_478.png,109,265,151,304,signalAhead
db_lisa_tiny/sample_479.png,75,208,112,246,signalAhead
db_lisa_tiny/sample_480.png,334,224,356,246,signalAhead
db_lisa_tiny/sample_481.png,548,161,615,231,signalAhead
db_lisa_tiny/sample_482.png,400,230,421,250,signalAhead
db_lisa_tiny/sample_483.png,537,291,569,321,signalAhead
