filename,x1,y1,x2,y2,class,Train/Test,width,height,new_path,new_bb,new_width,new_height,class_idx
db_lisa_tiny/sample_028.png,510,293,529,311,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_028.png,[293. 510. 311. 529.],704,480,1
db_lisa_tiny/sample_029.png,76,306,95,325,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_029.png,[306.  76. 325.  95.],704,480,1
db_lisa_tiny/sample_030.png,660,68,681,88,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_030.png,[ 68. 660.  88. 681.],704,480,1
db_lisa_tiny/sample_031.png,133,300,157,324,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_031.png,[300. 133. 324. 157.],704,480,1
db_lisa_tiny/sample_032.png,189,295,210,316,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_032.png,[295. 189. 316. 210.],704,480,1
db_lisa_tiny/sample_033.png,518,102,571,150,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_033.png,[102. 518. 150. 571.],704,480,1
db_lisa_tiny/sample_034.png,493,302,511,320,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_034.png,[302. 493. 320. 511.],704,480,1
db_lisa_tiny/sample_035.png,639,286,666,312,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_035.png,[286. 639. 312. 666.],704,480,1
db_lisa_tiny/sample_036.png,480,262,526,307,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_036.png,[262. 480. 307. 526.],704,480,1
db_lisa_tiny/sample_037.png,599,273,625,299,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_037.png,[273. 599. 299. 625.],704,480,1
db_lisa_tiny/sample_038.png,39,212,59,233,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_038.png,[212.  39. 233.  59.],704,480,1
db_lisa_tiny/sample_039.png,468,264,514,307,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_039.png,[264. 468. 307. 514.],704,480,1
db_lisa_tiny/sample_040.png,354,295,377,316,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_040.png,[295. 354. 316. 377.],704,480,1
db_lisa_tiny/sample_041.png,534,119,606,180,stop,Test,640,480,lisa_resize/db_lisa_tiny/sample_041.png,[119. 534. 180. 606.],704,480,1
db_lisa_tiny/sample_042.png,378,271,390,283,stop,Test,640,480,lisa_resize/db_lisa_tiny/sample_042.png,[271. 378. 283. 390.],704,480,1
db_lisa_tiny/sample_043.png,487,161,520,191,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_043.png,[161. 487. 191. 520.],704,480,1
db_lisa_tiny/sample_044.png,529,216,554,241,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_044.png,[216. 529. 241. 554.],704,480,1
db_lisa_tiny/sample_045.png,419,261,436,278,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_045.png,[261. 419. 278. 436.],704,480,1
db_lisa_tiny/sample_046.png,54,40,93,78,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_046.png,[40. 54. 78. 93.],704,480,1
db_lisa_tiny/sample_047.png,561,127,652,210,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_047.png,[127. 561. 210. 652.],704,480,1
db_lisa_tiny/sample_048.png,459,30,491,59,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_048.png,[ 30. 459.  59. 491.],704,480,1
db_lisa_tiny/sample_049.png,540,43,566,67,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_049.png,[ 43. 540.  67. 566.],704,480,1
db_lisa_tiny/sample_050.png,373,230,391,244,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_050.png,[230. 373. 244. 391.],704,480,1
db_lisa_tiny/sample_051.png,133,296,156,319,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_051.png,[296. 133. 319. 156.],704,480,1
db_lisa_tiny/sample_052.png,429,285,449,304,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_052.png,[285. 429. 304. 449.],704,480,1
db_lisa_tiny/sample_053.png,496,55,519,77,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_053.png,[ 55. 496.  77. 519.],704,480,1
db_lisa_tiny/sample_054.png,519,52,542,74,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_054.png,[ 52. 519.  74. 542.],704,480,1
db_lisa_tiny/sample_055.png,173,299,193,318,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_055.png,[299. 173. 318. 193.],704,480,1
db_lisa_tiny/sample_056.png,283,288,310,314,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_056.png,[288. 283. 314. 310.],704,480,1
db_lisa_tiny/sample_057.png,474,274,498,297,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_057.png,[274. 474. 297. 498.],704,480,1
db_lisa_tiny/sample_058.png,634,205,674,243,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_058.png,[205. 634. 243. 674.],704,480,1
db_lisa_tiny/sample_059.png,348,296,369,316,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_059.png,[296. 348. 316. 369.],704,480,1
db_lisa_tiny/sample_060.png,449,236,465,250,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_060.png,[236. 449. 250. 465.],704,480,1
db_lisa_tiny/sample_061.png,134,45,157,68,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_061.png,[ 45. 134.  68. 157.],704,480,1
db_lisa_tiny/sample_062.png,273,226,290,241,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_062.png,[226. 273. 241. 290.],704,480,1
db_lisa_tiny/sample_063.png,426,267,468,306,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_063.png,[267. 426. 306. 468.],704,480,1
db_lisa_tiny/sample_064.png,40,180,75,210,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_064.png,[180.  40. 210.  75.],704,480,1
db_lisa_tiny/sample_065.png,528,142,572,183,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_065.png,[142. 528. 183. 572.],704,480,1
db_lisa_tiny/sample_066.png,142,45,165,66,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_066.png,[ 45. 142.  66. 165.],704,480,1
db_lisa_tiny/sample_067.png,457,280,481,303,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_067.png,[280. 457. 303. 481.],704,480,1
db_lisa_tiny/sample_068.png,385,312,397,326,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_068.png,[312. 385. 326. 397.],704,480,1
db_lisa_tiny/sample_069.png,178,298,198,317,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_069.png,[298. 178. 317. 198.],704,480,1
db_lisa_tiny/sample_070.png,527,29,550,51,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_070.png,[ 29. 527.  51. 550.],704,480,1
db_lisa_tiny/sample_071.png,590,75,658,137,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_071.png,[ 75. 590. 137. 658.],704,480,1
db_lisa_tiny/sample_072.png,491,261,527,296,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_072.png,[261. 491. 296. 527.],704,480,1
db_lisa_tiny/sample_073.png,420,241,433,253,stop,Test,640,480,lisa_resize/db_lisa_tiny/sample_073.png,[241. 420. 253. 433.],704,480,1
db_lisa_tiny/sample_074.png,340,279,374,307,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_074.png,[279. 340. 307. 374.],704,480,1
db_lisa_tiny/sample_075.png,41,310,61,328,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_075.png,[310.  41. 328.  61.],704,480,1
db_lisa_tiny/sample_076.png,395,276,407,285,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_076.png,[276. 395. 285. 407.],704,480,1
db_lisa_tiny/sample_077.png,608,166,649,203,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_077.png,[166. 608. 203. 649.],704,480,1
db_lisa_tiny/sample_078.png,538,237,575,272,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_078.png,[237. 538. 272. 575.],704,480,1
db_lisa_tiny/sample_079.png,591,202,643,249,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_079.png,[202. 591. 249. 643.],704,480,1
db_lisa_tiny/sample_080.png,526,157,562,193,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_080.png,[157. 526. 193. 562.],704,480,1
db_lisa_tiny/sample_081.png,481,239,491,251,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_081.png,[239. 481. 251. 491.],704,480,1
db_lisa_tiny/sample_082.png,235,201,262,225,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_082.png,[201. 235. 225. 262.],704,480,1
db_lisa_tiny/sample_083.png,630,136,690,194,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_083.png,[136. 630. 194. 690.],704,480,1
db_lisa_tiny/sample_084.png,80,26,117,61,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_084.png,[ 26.  80.  61. 117.],704,480,1
db_lisa_tiny/sample_085.png,554,223,588,255,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_085.png,[223. 554. 255. 588.],704,480,1
db_lisa_tiny/sample_086.png,80,33,101,52,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_086.png,[ 33.  80.  52. 101.],704,480,1
db_lisa_tiny/sample_087.png,632,163,673,202,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_087.png,[163. 632. 202. 673.],704,480,1
db_lisa_tiny/sample_088.png,342,234,385,272,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_088.png,[234. 342. 272. 385.],704,480,1
db_lisa_tiny/sample_089.png,402,266,427,291,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_089.png,[266. 402. 291. 427.],704,480,1
db_lisa_tiny/sample_091.png,155,213,178,233,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_091.png,[213. 155. 233. 178.],704,480,1
db_lisa_tiny/sample_092.png,10,251,46,284,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_092.png,[251.  10. 284.  46.],704,480,1
db_lisa_tiny/sample_093.png,482,244,522,282,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_093.png,[244. 482. 282. 522.],704,480,1
db_lisa_tiny/sample_094.png,163,42,185,65,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_094.png,[ 42. 163.  65. 185.],704,480,1
db_lisa_tiny/sample_095.png,409,296,425,312,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_095.png,[296. 409. 312. 425.],704,480,1
db_lisa_tiny/sample_096.png,527,180,557,210,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_096.png,[180. 527. 210. 557.],704,480,1
db_lisa_tiny/sample_097.png,531,256,564,287,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_097.png,[256. 531. 287. 564.],704,480,1
db_lisa_tiny/sample_098.png,495,236,539,275,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_098.png,[236. 495. 275. 539.],704,480,1
db_lisa_tiny/sample_099.png,426,246,452,273,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_099.png,[246. 426. 273. 452.],704,480,1
db_lisa_tiny/sample_100.png,421,253,456,286,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_100.png,[253. 421. 286. 456.],704,480,1
db_lisa_tiny/sample_101.png,438,18,458,45,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_101.png,[ 18. 438.  45. 458.],704,480,1
db_lisa_tiny/sample_102.png,433,228,451,242,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_102.png,[228. 433. 242. 451.],704,480,1
db_lisa_tiny/sample_103.png,434,222,453,238,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_103.png,[222. 434. 238. 453.],704,480,1
db_lisa_tiny/sample_104.png,494,253,533,291,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_104.png,[253. 494. 291. 533.],704,480,1
db_lisa_tiny/sample_106.png,33,289,55,311,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_106.png,[289.  33. 311.  55.],704,480,1
db_lisa_tiny/sample_107.png,566,218,628,277,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_107.png,[218. 566. 277. 628.],704,480,1
db_lisa_tiny/sample_108.png,633,196,671,229,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_108.png,[196. 633. 229. 671.],704,480,1
db_lisa_tiny/sample_109.png,592,106,645,155,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_109.png,[106. 592. 155. 645.],704,480,1
db_lisa_tiny/sample_110.png,384,180,413,208,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_110.png,[180. 384. 208. 413.],704,480,1
db_lisa_tiny/sample_111.png,572,6,628,57,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_111.png,[  6. 572.  57. 628.],704,480,1
db_lisa_tiny/sample_112.png,266,191,296,219,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_112.png,[191. 266. 219. 296.],704,480,1
db_lisa_tiny/sample_113.png,614,49,694,122,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_113.png,[ 49. 614. 122. 694.],704,480,1
db_lisa_tiny/sample_114.png,540,133,582,173,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_114.png,[133. 540. 173. 582.],704,480,1
db_lisa_tiny/sample_115.png,572,116,621,162,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_115.png,[116. 572. 162. 621.],704,480,1
db_lisa_tiny/sample_116.png,422,47,446,69,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_116.png,[ 47. 422.  69. 446.],704,480,1
db_lisa_tiny/sample_117.png,514,180,555,219,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_117.png,[180. 514. 219. 555.],704,480,1
db_lisa_tiny/sample_118.png,568,280,591,304,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_118.png,[280. 568. 304. 591.],704,480,1
db_lisa_tiny/sample_119.png,394,212,420,234,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_119.png,[212. 394. 234. 420.],704,480,1
db_lisa_tiny/sample_120.png,299,251,336,286,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_120.png,[251. 299. 286. 336.],704,480,1
db_lisa_tiny/sample_121.png,522,187,548,214,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_121.png,[187. 522. 214. 548.],704,480,1
db_lisa_tiny/sample_122.png,392,219,440,263,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_122.png,[219. 392. 263. 440.],704,480,1
db_lisa_tiny/sample_123.png,631,186,688,239,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_123.png,[186. 631. 239. 688.],704,480,1
db_lisa_tiny/sample_124.png,40,210,62,229,stop,Test,640,480,lisa_resize/db_lisa_tiny/sample_124.png,[210.  40. 229.  62.],704,480,1
db_lisa_tiny/sample_125.png,374,293,394,312,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_125.png,[293. 374. 312. 394.],704,480,1
db_lisa_tiny/sample_126.png,190,228,209,244,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_126.png,[228. 190. 244. 209.],704,480,1
db_lisa_tiny/sample_127.png,609,222,632,242,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_127.png,[222. 609. 242. 632.],704,480,1
db_lisa_tiny/sample_128.png,142,288,167,312,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_128.png,[288. 142. 312. 167.],704,480,1
db_lisa_tiny/sample_129.png,138,44,161,65,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_129.png,[ 44. 138.  65. 161.],704,480,1
db_lisa_tiny/sample_130.png,453,182,475,205,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_130.png,[182. 453. 205. 475.],704,480,1
db_lisa_tiny/sample_131.png,448,236,478,261,stop,Test,640,480,lisa_resize/db_lisa_tiny/sample_131.png,[236. 448. 261. 478.],704,480,1
db_lisa_tiny/sample_132.png,45,39,74,66,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_132.png,[39. 45. 66. 74.],704,480,1
db_lisa_tiny/sample_133.png,583,153,638,208,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_133.png,[153. 583. 208. 638.],704,480,1
db_lisa_tiny/sample_134.png,345,37,363,59,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_134.png,[ 37. 345.  59. 363.],704,480,1
db_lisa_tiny/sample_135.png,403,307,417,321,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_135.png,[307. 403. 321. 417.],704,480,1
db_lisa_tiny/sample_136.png,467,222,489,241,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_136.png,[222. 467. 241. 489.],704,480,1
db_lisa_tiny/sample_137.png,549,27,575,51,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_137.png,[ 27. 549.  51. 575.],704,480,1
db_lisa_tiny/sample_138.png,623,207,663,245,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_138.png,[207. 623. 245. 663.],704,480,1
db_lisa_tiny/sample_139.png,448,194,469,216,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_139.png,[194. 448. 216. 469.],704,480,1
db_lisa_tiny/sample_140.png,143,56,177,89,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_140.png,[ 56. 143.  89. 177.],704,480,1
db_lisa_tiny/sample_141.png,581,126,650,189,stop,Test,640,480,lisa_resize/db_lisa_tiny/sample_141.png,[126. 581. 189. 650.],704,480,1
db_lisa_tiny/sample_142.png,636,218,688,271,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_142.png,[218. 636. 271. 688.],704,480,1
db_lisa_tiny/sample_143.png,306,238,317,248,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_143.png,[238. 306. 248. 317.],704,480,1
db_lisa_tiny/sample_144.png,392,318,402,327,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_144.png,[318. 392. 327. 402.],704,480,1
db_lisa_tiny/sample_145.png,247,209,272,232,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_145.png,[209. 247. 232. 272.],704,480,1
db_lisa_tiny/sample_146.png,603,36,631,62,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_146.png,[ 36. 603.  62. 631.],704,480,1
db_lisa_tiny/sample_147.png,582,151,626,195,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_147.png,[151. 582. 195. 626.],704,480,1
db_lisa_tiny/sample_148.png,399,266,424,292,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_148.png,[266. 399. 292. 424.],704,480,1
db_lisa_tiny/sample_149.png,660,74,679,93,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_149.png,[ 74. 660.  93. 679.],704,480,1
db_lisa_tiny/sample_150.png,536,165,569,197,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_150.png,[165. 536. 197. 569.],704,480,1
db_lisa_tiny/sample_151.png,443,194,463,215,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_151.png,[194. 443. 215. 463.],704,480,1
db_lisa_tiny/sample_152.png,555,216,581,243,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_152.png,[216. 555. 243. 581.],704,480,1
db_lisa_tiny/sample_153.png,166,201,188,224,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_153.png,[201. 166. 224. 188.],704,480,1
db_lisa_tiny/sample_154.png,432,279,453,300,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_154.png,[279. 432. 300. 453.],704,480,1
db_lisa_tiny/sample_155.png,437,194,456,214,stop,Test,640,480,lisa_resize/db_lisa_tiny/sample_155.png,[194. 437. 214. 456.],704,480,1
db_lisa_tiny/sample_156.png,588,305,609,325,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_156.png,[305. 588. 325. 609.],704,480,1
db_lisa_tiny/sample_157.png,455,217,478,238,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_157.png,[217. 455. 238. 478.],704,480,1
db_lisa_tiny/sample_158.png,551,219,599,263,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_158.png,[219. 551. 263. 599.],704,480,1
db_lisa_tiny/sample_159.png,462,281,486,303,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_159.png,[281. 462. 303. 486.],704,480,1
db_lisa_tiny/sample_160.png,37,54,57,73,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_160.png,[54. 37. 73. 57.],704,480,1
db_lisa_tiny/sample_161.png,490,264,520,292,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_161.png,[264. 490. 292. 520.],704,480,1
db_lisa_tiny/sample_162.png,524,177,580,225,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_162.png,[177. 524. 225. 580.],704,480,1
db_lisa_tiny/sample_163.png,365,170,401,203,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_163.png,[170. 365. 203. 401.],704,480,1
db_lisa_tiny/sample_164.png,568,153,611,194,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_164.png,[153. 568. 194. 611.],704,480,1
db_lisa_tiny/sample_165.png,516,19,560,58,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_165.png,[ 19. 516.  58. 560.],704,480,1
db_lisa_tiny/sample_166.png,135,190,161,213,stop,Test,640,480,lisa_resize/db_lisa_tiny/sample_166.png,[190. 135. 213. 161.],704,480,1
db_lisa_tiny/sample_167.png,413,214,443,239,stop,Test,640,480,lisa_resize/db_lisa_tiny/sample_167.png,[214. 413. 239. 443.],704,480,1
db_lisa_tiny/sample_168.png,467,1,499,31,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_168.png,[  1. 467.  31. 499.],704,480,1
db_lisa_tiny/sample_169.png,562,199,599,231,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_169.png,[199. 562. 231. 599.],704,480,1
db_lisa_tiny/sample_170.png,645,203,685,241,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_170.png,[203. 645. 241. 685.],704,480,1
db_lisa_tiny/sample_171.png,465,187,504,221,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_171.png,[187. 465. 221. 504.],704,480,1
db_lisa_tiny/sample_172.png,625,292,651,317,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_172.png,[292. 625. 317. 651.],704,480,1
db_lisa_tiny/sample_173.png,422,223,437,238,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_173.png,[223. 422. 238. 437.],704,480,1
db_lisa_tiny/sample_174.png,153,307,170,323,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_174.png,[307. 153. 323. 170.],704,480,1
db_lisa_tiny/sample_175.png,605,175,668,233,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_175.png,[175. 605. 233. 668.],704,480,1
db_lisa_tiny/sample_176.png,95,204,116,222,stop,Train,640,480,lisa_resize/db_lisa_tiny/sample_176.png,[204.  95. 222. 116.],704,480,1
db_lisa_tiny/sample_177.png,584,177,620,211,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_177.png,[177. 584. 211. 620.],704,480,1
db_lisa_tiny/sample_178.png,263,41,283,60,stop,Train,704,480,lisa_resize/db_lisa_tiny/sample_178.png,[ 41. 263.  60. 283.],704,480,1
db_lisa_tiny/sample_179.png,521,196,544,219,stop,Test,704,480,lisa_resize/db_lisa_tiny/sample_179.png,[196. 521. 219. 544.],704,480,1
